No arguments are passed. Using default.
TRAINING IMAGE CLASSIFIER ON 17995 images in 10 CATEGORIES
4 augmented images by 'crop' to be generated.
Automatically generating validation set from 5% of the data.
Extracting augmented image features from training data set.
Analyzing and extracting image features.
+----------------------+------------------+--------------+------------------+
| Raw Images Processed | Augmented Images | Elapsed Time | Percent Complete |
| 12845                | 64225            | 3h 12m       | 75%              |
| 12850                | 64250            | 3h 12m       | 75%              |
| 12855                | 64275            | 3h 12m       | 75.25%           |
| 12860                | 64300            | 3h 12m       | 75.25%           |
| 12865                | 64325            | 3h 12m       | 75.25%           |
| 12870                | 64350            | 3h 12m       | 75.25%           |
| 12875                | 64375            | 3h 12m       | 75.25%           |
| 12880                | 64400            | 3h 12m       | 75.25%           |
| 12885                | 64425            | 3h 12m       | 75.25%           |
| 12890                | 64450            | 3h 12m       | 75.25%           |
| 12895                | 64475            | 3h 12m       | 75.5%            |
| 12900                | 64500            | 3h 13m       | 75.5%            |
| 12905                | 64525            | 3h 13m       | 75.5%            |
| 12910                | 64550            | 3h 13m       | 75.5%            |
| 12915                | 64575            | 3h 13m       | 75.5%            |
| 12920                | 64600            | 3h 13m       | 75.5%            |
| 12925                | 64625            | 3h 13m       | 75.5%            |
| 12930                | 64650            | 3h 13m       | 75.5%            |
| 12935                | 64675            | 3h 13m       | 75.5%            |
| 12940                | 64700            | 3h 13m       | 75.75%           |
| 12945                | 64725            | 3h 13m       | 75.75%           |
| 12950                | 64750            | 3h 13m       | 75.75%           |
| 12955                | 64775            | 3h 13m       | 75.75%           |
| 12960                | 64800            | 3h 13m       | 75.75%           |
| 12965                | 64825            | 3h 14m       | 75.75%           |
| 12970                | 64850            | 3h 14m       | 75.75%           |
| 12975                | 64875            | 3h 14m       | 75.75%           |
| 12980                | 64900            | 3h 14m       | 76%              |
| 12985                | 64925            | 3h 14m       | 76%              |
| 12990                | 64950            | 3h 14m       | 76%              |
| 12995                | 64975            | 3h 14m       | 76%              |
| 13000                | 65000            | 3h 14m       | 76%              |
| 13005                | 65025            | 3h 14m       | 76%              |
| 13010                | 65050            | 3h 14m       | 76%              |
| 13015                | 65075            | 3h 14m       | 76%              |
| 13020                | 65100            | 3h 14m       | 76%              |
| 13025                | 65125            | 3h 14m       | 76.25%           |
| 13030                | 65150            | 3h 14m       | 76.25%           |
| 13035                | 65175            | 3h 15m       | 76.25%           |
| 13040                | 65200            | 3h 15m       | 76.25%           |
| 13045                | 65225            | 3h 15m       | 76.25%           |
| 13050                | 65250            | 3h 15m       | 76.25%           |
| 13055                | 65275            | 3h 15m       | 76.25%           |
| 13060                | 65300            | 3h 15m       | 76.25%           |
| 13065                | 65325            | 3h 15m       | 76.5%            |
| 13070                | 65350            | 3h 15m       | 76.5%            |
| 13075                | 65375            | 3h 15m       | 76.5%            |
| 13080                | 65400            | 3h 15m       | 76.5%            |
| 13085                | 65425            | 3h 15m       | 76.5%            |
| 13090                | 65450            | 3h 15m       | 76.5%            |
| 13095                | 65475            | 3h 15m       | 76.5%            |
| 13100                | 65500            | 3h 16m       | 76.5%            |
| 13105                | 65525            | 3h 16m       | 76.5%            |
| 13110                | 65550            | 3h 16m       | 76.75%           |
| 13115                | 65575            | 3h 16m       | 76.75%           |
